image_id,split,gvi,ruci,quality_score,quality_class,quality_label
aachen_000151_000019,train,0.3978026956505946,0.02169739881751095,0.6880526484165418,2,high
aachen_000152_000019,train,0.24431615657555775,0.0016524114076319147,0.6213318725839629,2,high
aachen_000153_000019,train,0.20477900894440107,0.004475036163498905,0.6001519863904511,2,high
aachen_000154_000019,train,0.2231669296695371,0.09017797731888791,0.5664944761753246,2,high
aachen_000155_000019,train,0.19055670469398373,0.04069829773547595,0.5749292034792539,2,high
aachen_000156_000019,train,0.46985374114048223,0.037530661578739445,0.7161615397808714,2,high
aachen_000157_000019,train,0.3796095170741564,0.10178936572951551,0.6389100756723205,2,high
aachen_000158_000019,train,0.5752297860208353,0.01674965835393124,0.779240063833452,2,high
aachen_000159_000019,train,0.3118040734043953,0.0014671656988128406,0.6551684538527912,2,high
aachen_000160_000019,train,0.5893330800350941,0.06646628788045238,0.7614333960773209,2,high
aachen_000161_000019,train,0.1107463326459545,0.04224908566479863,0.5342486234905779,2,high
aachen_000162_000019,train,0.19057261351702534,0.13098457462954277,0.5297940194437413,2,high
aachen_000163_000019,train,0.14840114666412083,0.17277148142080007,0.48781483262166037,1,moderate
aachen_000164_000019,train,0.15050702323714485,0.10360851878439818,0.5234492522263734,2,high
aachen_000165_000019,train,0.05669643781203033,0.4147365216067506,0.32097995810263985,0,low
aachen_000166_000019,train,0.16911955068283643,0.18983962271791038,0.489639963982463,1,moderate
aachen_000167_000019,train,0.13372719261024252,0.2651220508972924,0.43430257085647506,0,low
aachen_000168_000019,train,0.2725445146467547,0.29203181937937683,0.49025634763368897,1,moderate
aachen_000169_000019,train,0.04703016334190307,0.10979248800956819,0.4686188376661674,1,moderate
aachen_000170_000019,train,0.17774941188711277,0.16850114065368357,0.5046241356167146,1,moderate
aachen_000171_000019,train,0.30352339488040286,0.2363956664883793,0.5335638641960118,2,high
aachen_000172_000019,train,0.19079695122580112,0.23892053017659368,0.4759382105246037,1,moderate
aachen_000173_000019,train,0.18492388495929668,0.30979197573262995,0.43756595461333336,0,low
bochum_000000_000313,train,0.22095057345301172,0.36762333087628357,0.4266636212883641,0,low
bochum_000000_000600,train,0.33788399028451344,0.0685930923088947,0.6346454489878094,2,high
bochum_000000_000885,train,0.20241102125092572,0.09600707666427713,0.5532019722933244,2,high
bochum_000000_001097,train,0.23270100869799598,0.041547647113650193,0.5955766807921729,2,high
bochum_000000_001519,train,0.23565327297689187,0.06609734153703274,0.5847779657199296,2,high
bochum_000000_001828,train,0.11807196489339379,0.06929402071943376,0.52438897208698,2,high
bochum_000000_002293,train,0.19871072378640645,0.150234402161121,0.5242381608126427,2,high
bochum_000000_002562,train,0.2761321541564256,0.1617046090904463,0.5572137725329896,2,high
bochum_000000_003005,train,0.2744118651854819,0.05154340638107452,0.6114342294022037,2,high
bochum_000000_003245,train,0.20529952295850162,0.23661371155086774,0.48434290570381694,1,moderate
bochum_000000_003674,train,0.19059651622204968,0.3377360219981668,0.4264302471119414,0,low
bochum_000000_004032,train,0.3654109630147862,0.32219499194228907,0.5216079855362485,1,moderate
bochum_000000_004229,train,0.24628235183007022,0.17300697057352268,0.5366376906282738,2,high
bochum_000000_004748,train,0.22062393836967897,0.3814102847031984,0.4196068268332403,0,low
bochum_000000_005537,train,0.312443706767801,0.0560041493606916,0.6282197787035546,2,high
bochum_000000_005936,train,0.2590820395728878,0.21159129176143918,0.5237453739057243,2,high
bochum_000000_006026,train,0.1388569550325277,0.2756817170420309,0.4315876189952484,0,low
bochum_000000_006484,train,0.1632286540565131,0.0959360252464751,0.533646314405019,2,high
bochum_000000_006746,train,0.29057169490072415,0.08797589391308724,0.6012979004938185,2,high
bochum_000000_007150,train,0.11838296084573684,0.07960547400140679,0.519388743422165,1,moderate
bochum_000000_007651,train,0.1526536772732212,0.09379484704115051,0.5294294151160354,2,high
bochum_000000_007950,train,0.043614308338343816,0.0245684514330773,0.5095229284526333,1,moderate
bochum_000000_008162,train,0.11944753296041521,0.061058669288757784,0.5291944318358287,2,high
bochum_000000_008448,train,0.23909572896578768,0.06556857858262871,0.5867635751915794,2,high
bochum_000000_008804,train,0.20086108877509276,0.11310667211607234,0.5438772083295103,2,high
bochum_000000_009554,train,0.07950476372739965,0.025928039579579308,0.5267883620739101,2,high
bochum_000000_009951,train,0.14800933836894176,0.05191840920274064,0.5480454645831006,2,high
bochum_000000_010562,train,0.17028441266868166,0.14098863563252678,0.5146478885180774,1,moderate
bochum_000000_010700,train,0.04022771896563938,0.05216096128428352,0.49403337884067794,1,moderate
bochum_000000_011255,train,0.15739964885815516,0.23650578619665066,0.46044693133075226,1,moderate
bochum_000000_011711,train,0.11997689600808313,0.0527501840669745,0.5336133559705543,2,high
bochum_000000_013209,train,0.06105907408556128,0.08157638908077883,0.48974134250239126,1,moderate
bochum_000000_013705,train,0.18619713143714028,0.14339555446913246,0.521400788484004,1,moderate
bochum_000000_014332,train,0.10045658887624796,0.04882954529809265,0.5258135217890776,2,high
bochum_000000_014658,train,0.20720697906356364,0.24607494673060515,0.48056601616647926,1,moderate
bochum_000000_014803,train,0.209112126842722,0.2661462509405299,0.4714829379510961,1,moderate
bochum_000000_015038,train,0.16416009930866668,0.29760906934125103,0.43327551498370787,0,low
bochum_000000_015321,train,0.24427621327607324,0.2390972490208578,0.5025894821276077,1,moderate
bochum_000000_015645,train,0.22247670608194814,0.02914865301172561,0.5966640265351113,2,high
bochum_000000_015880,train,0.1918842533331823,0.18550151643876578,0.5031913684472082,1,moderate
bochum_000000_016125,train,0.014432522906734207,0.038374446595632335,0.48802903815555093,1,moderate
bochum_000000_016260,train,0.2763400275258062,0.37730789775702217,0.44951606488439205,1,moderate
bochum_000000_016591,train,0.1472834954600371,0.05971983085620799,0.5437818323019146,2,high
bochum_000000_016758,train,0.01882753721374831,0.17896718467387693,0.4199301762699357,0,low
bochum_000000_017216,train,0.10057883211139235,0.17073937446854662,0.46491972882142285,1,moderate
bochum_000000_017453,train,0.2793358988455195,0.5042457589481018,0.38754506994870885,0,low
bochum_000000_018195,train,0.30839557708887916,0.39131176870395823,0.45854190419246044,1,moderate
bochum_000000_019188,train,0.06784901135752826,0.14190457143609894,0.4629722199607147,1,moderate
bochum_000000_020673,train,0.2513148523069503,0.16996375570630365,0.5406755483003234,2,high
bochum_000000_020776,train,0.15809125413838587,0.062429324600179165,0.5478309647691033,2,high
bochum_000000_020899,train,0.2224736641013045,0.07854011703412554,0.5719667735335895,2,high
bochum_000000_021070,train,0.17752138802937195,0.09829493393206758,0.5396132270486522,2,high
bochum_000000_021325,train,0.06993453573526785,0.07499394345506559,0.49747029614010113,1,moderate
bochum_000000_021393,train,0.09071148274492741,0.05577644122234923,0.5174675207612891,1,moderate
bochum_000000_021479,train,0.1186692972641345,0.08109791861685758,0.5187856893236384,1,moderate
bochum_000000_021606,train,0.13492657180431872,0.14107663119758,0.49692497030336935,1,moderate
bochum_000000_022210,train,0.14662849924505492,0.1336263429607925,0.5065010781421312,1,moderate
bochum_000000_022414,train,0.05741041274788416,0.17938684220096737,0.4390117852734584,0,low
bochum_000000_023040,train,0.09408866253039856,0.05751894324883481,0.5182848596407819,1,moderate
bochum_000000_023174,train,0.3783893390835153,0.147439816678845,0.6154747612023351,2,high
bochum_000000_023435,train,0.01979786717693133,0.5840894413460466,0.21785421291544238,0,low
bochum_000000_023648,train,0.13073713042257928,0.18166837732109434,0.4745343765507425,1,moderate
bochum_000000_024196,train,0.14991232009698044,0.18372093023255814,0.4830956949322111,1,moderate
bochum_000000_024343,train,0.07901102746006466,0.3216545229244114,0.3786782522678266,0,low
bochum_000000_024524,train,0.36125554254679715,0.13589898995757416,0.6126782762946115,2,high
bochum_000000_024717,train,0.3617503296137891,0.21460518756516372,0.5735725710243127,2,high
bochum_000000_024855,train,0.3656606101799386,0.22297016537854233,0.5713452224006982,2,high
bochum_000000_025746,train,0.4320489329361509,0.057779154344177124,0.6871348892959869,2,high
bochum_000000_025833,train,0.4421174911166645,0.13973264881823572,0.6511924211492144,2,high
bochum_000000_026056,train,0.41857914643753036,0.1843306248248809,0.6171242608063248,2,high
bochum_000000_026634,train,0.4742167610967834,0.03726918516008809,0.7184737879683476,2,high
bochum_000000_027057,train,0.3399068402426639,0.1341233105877707,0.6028917648274466,2,high
bochum_000000_027699,train,0.3846993454300116,0.02246521247268409,0.6811170664786638,2,high
bochum_000000_027951,train,0.4038322343207507,0.08935188530258771,0.6572401745090815,2,high
bochum_000000_028297,train,0.20750123765040143,0.2907643722296845,0.4583684327103585,1,moderate
bochum_000000_028764,train,0.46927063521974843,0.16804927022612592,0.6506106824968112,2,high
bochum_000000_029203,train,0.35774904660873186,0.15226688695497595,0.602741079826878,2,high
bochum_000000_029721,train,0.39613851896826763,0.13207908315854117,0.6320297179048632,2,high
bochum_000000_030913,train,0.32567691033903623,0.3986592034876927,0.4635088534256718,1,moderate
bochum_000000_031152,train,0.1618778269417176,0.0,0.5809389134708588,2,high
bochum_000000_031477,train,0.2560328178799221,0.07286200779257812,0.591585405043672,2,high
bochum_000000_031687,train,0.34444516125884417,0.0642022849852114,0.6401214381368163,2,high
bochum_000000_031922,train,0.18069994186692498,0.001466966096783541,0.5896164878850707,2,high
bochum_000000_032169,train,0.2658066022115943,0.0955656181883212,0.5851204920116365,2,high
bochum_000000_033056,train,0.030843629286704213,0.052650546075991234,0.48909654160535654,1,moderate
bochum_000000_033331,train,0.007153876565279795,0.2501490778533501,0.3785023993559648,0,low
bochum_000000_033531,train,0.05535775799677514,0.017304874844696987,0.519026441576039,1,moderate
bochum_000000_033714,train,0.30457582628756036,0.15629031124850698,0.5741427575195267,2,high
bochum_000000_034936,train,0.07423879163038209,0.16004245382270063,0.4570981689038407,1,moderate
bochum_000000_035958,train,0.13879006066282484,0.13708691444468377,0.5008515731090706,1,moderate
bochum_000000_036606,train,0.19987215025432722,0.07730736268678247,0.5612823937837723,2,high
bochum_000000_037039,train,0.22897578515127637,0.14590541764728399,0.5415351837519962,2,high
bochum_000000_037223,train,0.11230506883912525,0.08576670822816247,0.5132691803054814,1,moderate
bochum_000000_037829,train,0.33950693125417847,0.025892509263149854,0.6568072109955143,2,high
bochum_000000_038022,train,0.21098091111537998,0.04737352488873729,0.5818036931133214,2,high
bochum_000000_038150,train,0.19534989717446158,0.037359920135723104,0.5789949885193693,2,high
bremen_000000_000019,train,0.14252466271667893,0.06935978384129696,0.536582439437691,2,high
bremen_000001_000019,train,0.17261434406319912,0.24443721793097986,0.4640885630661096,1,moderate
bremen_000002_000019,train,0.22226651650399887,0.0035482997683857075,0.6093591083678066,2,high
bremen_000003_000019,train,0.018103280279248325,0.06646408174658716,0.4758195992663306,1,moderate
bremen_000004_000019,train,0.0003266710075900053,0.7769094555402264,0.11170860773368181,0,low
bremen_000005_000019,train,0.1287322075159746,0.23646738428264344,0.44613241161666556,1,moderate
bremen_000006_000019,train,0.2245219529457705,0.09110256109260331,0.5667096959265836,2,high
bremen_000007_000019,train,0.04636499495688267,0.5074642856161755,0.26945035467035355,0,low
bremen_000008_000019,train,0.08101029188118612,0.134131324083508,0.47343948389883905,1,moderate
bremen_000009_000019,train,0.24401112128264435,0.3585422756487275,0.4427344228169584,0,low
bremen_000010_000019,train,0.14784224413304103,0.6817145669855773,0.23306383857373186,0,low
bremen_000011_000019,train,0.07451193620840774,0.5749730507844053,0.24976944271200122,0,low
bremen_000012_000019,train,0.005559736474549896,0.24567500528199182,0.37994236559627903,0,low
bremen_000013_000019,train,0.06502732960692208,0.11643128314942916,0.4742980232287464,1,moderate
bremen_000014_000019,train,0.09965428332862658,0.02716591735188179,0.5362441829883724,2,high
bremen_000015_000019,train,0.021023421733321963,0.08153537674028787,0.46974402249651703,1,moderate
bremen_000016_000019,train,0.017463328870433968,0.05847076271078652,0.4794962830798237,1,moderate
bremen_000017_000019,train,0.20637073632674505,0.08196079064920797,0.5622049728387686,2,high
bremen_000018_000019,train,0.29710153792202126,0.22259937390797904,0.5372510820070211,2,high
bremen_000019_000019,train,0.225044416761967,0.05040916073773376,0.5873176280121166,2,high
bremen_000020_000019,train,0.08454810794360898,0.09160221019642141,0.4964729488735938,1,moderate
bremen_000021_000019,train,0.18260919220995636,0.05517186208367777,0.5637186650631393,2,high
bremen_000022_000019,train,0.004259015511594781,0.27777829317846575,0.3632403611665645,0,low
bremen_000023_000019,train,0.021331408988288843,0.10199454935725828,0.4596684298155153,1,moderate
bremen_000024_000019,train,0.0012782312578053284,0.013848880559007477,0.49371467534939895,1,moderate
bremen_000025_000019,train,0.013951267823812487,0.01666855741283334,0.4986413552054896,1,moderate
bremen_000026_000019,train,0.05742580346553577,0.0741223892000019,0.4916517071327669,1,moderate
bremen_000027_000019,train,0.09435566142627003,0.1321092997180818,0.4811231808540941,1,moderate
bremen_000028_000019,train,0.03680043453191043,0.023454738512428012,0.5066728480097412,1,moderate
bremen_000029_000019,train,0.06761651249141103,0.1515158688591209,0.458050321816145,1,moderate
bremen_000030_000019,train,0.0,0.28489860419884444,0.3575506979005778,0,low
bremen_000031_000019,train,0.01894095485533988,0.0734342353360852,0.47275335975962735,1,moderate
bremen_000032_000019,train,0.1768391582855317,0.14926978705423558,0.513784685615648,1,moderate
bremen_000033_000019,train,0.24812835163745342,0.15055630534250633,0.5487860231474736,2,high
bremen_000034_000019,train,0.19072601898593172,0.38325426706693183,0.4037358759594999,0,low
bremen_000035_000019,train,0.005680639043709561,0.0719543011164372,0.46686316896363617,1,moderate
bremen_000036_000019,train,0.07899811692029775,0.12726389710820601,0.47586710990604586,1,moderate
bremen_000037_000019,train,0.029356247955974208,0.022869637390085584,0.5032433052829443,1,moderate
bremen_000038_000019,train,0.0940336939165293,0.11594851113978469,0.4890425913883723,1,moderate
bremen_000039_000019,train,0.05851510890224155,0.014399831305275432,0.5220576387984831,1,moderate
bremen_000040_000019,train,0.0,0.48217121023897896,0.2589143948805105,0,low
bremen_000041_000019,train,0.0,0.05837793492013941,0.4708110325399303,1,moderate
bremen_000042_000019,train,0.018312465806137487,0.12205240890754648,0.44813002844929545,1,moderate
bremen_000043_000019,train,0.042962739340971785,0.05906904515055376,0.49194684709520903,1,moderate
bremen_000044_000019,train,0.058846908062985294,0.1797523758920281,0.4395472660854786,0,low
bremen_000045_000019,train,0.18656882865652666,0.11749239458255728,0.5345382170369847,2,high
bremen_000046_000019,train,0.0,0.29198358012021697,0.3540082099398915,0,low
bremen_000047_000019,train,0.02753153902876343,0.11210976181058738,0.45771088860908804,1,moderate
bremen_000048_000019,train,0.0,0.07338241601143675,0.46330879199428165,1,moderate
bremen_000049_000019,train,0.40025298433682766,0.12194475532835823,0.6391541145042348,2,high
bremen_000050_000019,train,0.2638241934695499,0.33296271542166117,0.46543073902394433,1,moderate
